url,title,price,location,bedrooms,bathrooms,area
https://bh.opensooq.com/en/search/286518550,Villa for rent in a compound good location privacy,600,"Saar, Northern Governorate",3,3,"1,000 m2"
https://bh.opensooq.com/en/search/286514666,للايجار شقة في قلالي شامل الكهرباء,250,"Galaly, Muharraq",2,2,70 m2
https://bh.opensooq.com/en/search/286462582,للبيع بيت في سلمباد,"145,000","Salmabad, Central Governorate",,,319 m2
https://bh.opensooq.com/en/search/286510700,شقة من غرفة وحده للإيجار في الجفير مبنى سبارك - 320 مع الكهرباء,320,"Juffair, Manama",1,2,80 m2
https://bh.opensooq.com/en/search/286507982,Room for Rent,120,"Hoora, Manama",,,
https://bh.opensooq.com/en/search/286497946,للبيع أرض في ضاحية السيف تصنيف BD,"339,000","Seef, Manama",,,
https://bh.opensooq.com/en/search/286492742,Flat 170 BD With EWA Available 10/2026,170,"Al-Dair, Muharraq",2,2,100 m2
https://bh.opensooq.com/en/search/286490002,للبيع شقة في الحد بسعر مميز,"42,000","Hidd, Muharraq",3,3,129 m2
https://bh.opensooq.com/en/search/286488894,محل للإيجار في شارع أجواد الجابري - جد علي  مدينة عيسى,170,"Other, Southern Governorate",,,6 m2
https://bh.opensooq.com/en/search/286488366,Bachelor Room Share – 35 BHD All-Inclusive,35,"Salmabad, Central Governorate",,,
https://bh.opensooq.com/en/search/286488308,للبيع شقة في منطقة الحد بتشطيب ديلوكس,"52,000","Hidd, Muharraq",4,3,120 m2
https://bh.opensooq.com/en/search/286484264,شقة للايجار في الجفير برج نسمة 2 bhk full furnished NESMAH TOWER,350,"Juffair, Manama",2,2,120 m2
https://bh.opensooq.com/en/search/286483938,Room for Boys Aali,100,"A`ali, Central Governorate",1,6+,100 m2
https://bh.opensooq.com/en/search/286481632,كافيتيريا ممتازة في قلالي للبيع,800,"Galaly, Muharraq",,,26 m2
https://bh.opensooq.com/en/search/286479758,Sharing flat for rent,110,"Sitra, Central Governorate",,,
https://bh.opensooq.com/en/search/284514356,Best Price Offer Modern Flat With Balcony Near Oasis Mall Juffair,260,"Juffair, Manama",1,2,80 m2
https://bh.opensooq.com/en/search/286478476,غرفة للإيجار 80 دينار شامل والغرفة توجد داخل شقة والشقة مكونة من غرفتين فقط ومفروشة بالكامل,80,"Budaiya, Northern Governorate",1,1,70 m2
https://bh.opensooq.com/en/search/284512984,شقة فاخرة مفروشة بالكامل للإيجار  أبو قوة,350,"Bu Quwah, Northern Governorate",1,1,100 m2
https://bh.opensooq.com/en/search/284511472,شقة مفروشة بالكامل للإيجار  جفير هايتس  270,270,"Juffair, Manama",1,1,100 m2
https://bh.opensooq.com/en/search/284509678,280  استوديو فاخر مفروش للإيجار  أبو قوة,280,"Bu Quwah, Northern Governorate",Studio,1,100 m2
https://bh.opensooq.com/en/search/286472794,شقق عائلية Family Apartments,1,"Tashan, Northern Governorate",2,2,1 m2
https://bh.opensooq.com/en/search/284508306,شقة فاخرة مفروشة بالكامل للإيجار  أبو قوة  350 دينار,350,"Bu Quwah, Northern Governorate",1,1,100 m2
https://bh.opensooq.com/en/search/284506992,شقة مفروشة بالكامل للإيجار  السيف – السنابس  350 دينار,350,"Seef, Manama",1,2,100 m2
https://bh.opensooq.com/en/search/286470196,Three bedrooms apartment near Al Abraj Restaurant,180,"Jidhafs, Northern Governorate",3,2,130 m2
https://bh.opensooq.com/en/search/284506462,شقة جديدة للإيجار  السيف  280 دينار,280,"Seef, Manama",2,1,100 m2
https://bh.opensooq.com/en/search/284505334,شقة مفروشة بالكامل للإيجار  الحورة  215 دينار,215,"Hoora, Manama",1,1,100 m2
https://bh.opensooq.com/en/search/285478494,Unlimited Ewa  Monthly basis flat Highly Spacious  Free Wifi &amp; Hk Services  In New Juffair,280,"Juffair, Manama",Studio,1,70 m2
https://bh.opensooq.com/en/search/286468110,للأيجار استيديو للأيجار . في منطقة السنابس .,160,"Sanabis, Manama",Studio,1,30 m2
https://bh.opensooq.com/en/search/284504586,شقة فاخرة للإيجار  السيف  380 دينار,380,"Seef, Manama",1,2,100 m2
https://bh.opensooq.com/en/search/284503648,شقة مفروشة بالكامل للإيجار  البسيتين  290 دينار,290,"Busaiteen, Muharraq",1,1,100 m2
https://bh.opensooq.com/en/search/284502712,شقة فاخرة مفروشة بالكامل للإيجار  السيف  غرفة نوم واحدة,380,"Seef, Manama",1,2,83 m2
https://bh.opensooq.com/en/search/284501930,ستوديو مفروش للإيجار  الماحوز  180دينار,180,"Mahooz, Manama",Studio,1,30 m2
https://bh.opensooq.com/en/search/286461670,للايجار محل تجاري في الحد الجديدة يصلح لكافيه او مطعم صغير موقع مميز,500,"Hidd, Muharraq",,,30 m2
https://bh.opensooq.com/en/search/286456132,شقة سكنية للايجار,260,"Busaiteen, Muharraq",2,3,150 m2
https://bh.opensooq.com/en/search/286403056,90 BD Executive Bed Space In Fully Furnished 2 BHK Apartment,90,"Other, Central Governorate",,,
https://bh.opensooq.com/en/search/286400490,ROOM FOR RENT WITH EWA FOR LADIES IN RIFFA HAJIYAT IN A SHARED FLAT,50,"Riffa, Southern Governorate",,,
https://bh.opensooq.com/en/search/286449912,للإيجار شقة إيستيديو ومحلات تجارية في الرفاع الحجيات,130,"Eastern Riffa, Southern Governorate",Studio,1,80 m2
https://bh.opensooq.com/en/search/286449130,Flat For Rent office and Apartments Jidhafs / Sehla / Gudaibiya/ juffair Good location and new,150,"Jidhafs, Northern Governorate",1,1,100 m2
https://bh.opensooq.com/en/search/286395332,فودترك للمأكولات الشعبية,"3,000","Madinat Hamad, Northern Governorate",,,10 m2
https://bh.opensooq.com/en/search/285458214,للبيع شقة مميزة في الحد,"46,000","Hidd, Muharraq",3,3,137 m2
https://bh.opensooq.com/en/search/286447262,Studio for rent,110,"Eastern Riffa, Southern Governorate",6+,1,2147483647 m2
https://bh.opensooq.com/en/search/286446476,Juffair Studio &amp; 1 Bedroom apartments for rent Direct from Owner,180,"Juffair, Manama",1,1,60 m2
https://bh.opensooq.com/en/search/285268596,استوديو شبه مفروش للإيجار  الجفير,210,"Juffair, Manama",Studio,1,100 m2
https://bh.opensooq.com/en/search/285412242,للإيجار شقة أم الحصم 350 دينار,350,"Umm Al Hassam, Manama",2,2,150 m2
https://bh.opensooq.com/en/search/285454790,فيلا في البديع للإيجار,700,"Budaiya, Northern Governorate",3,3,350 m2
https://bh.opensooq.com/en/search/286445966,للبيع بيت قديم عن أرض في المحرق فريج بن هندي,"50,000","Muharraq City, Muharraq",,,122 m2
https://bh.opensooq.com/en/search/286445244,للبيع بيت قديم زاوية في المحرق,"50,000","Muharraq City, Muharraq",,,188 m2
https://bh.opensooq.com/en/search/286443872,الايجار محل في الهمله بموقع ممتاز جدا,90,"Hamala, Northern Governorate",,,803 m2
https://bh.opensooq.com/en/search/286443318,للبيع أرض في المحرق بالقرب مخبز دلمون,"26,000","Muharraq City, Muharraq",,,
https://bh.opensooq.com/en/search/286442680,store  مخزن,100,"Budaiya, Northern Governorate",,,19 m2
https://bh.opensooq.com/en/search/286442478,Flats for rent in Juffair.,400,"Juffair, Manama",2,2,1 m2
https://bh.opensooq.com/en/search/284480924,شقة فاخرة مفروشة بالكامل للإيجار  السيف  غرفة نوم واحدة,300,"Seef, Manama",1,2,100 m2
https://bh.opensooq.com/en/search/286441830,فيلا باربار,"125,000","Barbar, Northern Governorate",4,,275 m2
https://bh.opensooq.com/en/search/284478450,شقة مفروشة بالكامل للإيجار في الحد الجديدة  فرصة مميزة,300,"Hidd, Muharraq",2,3,130 m2
https://bh.opensooq.com/en/search/286438594,غرفة مشتركة مع شخص عربي للايجار داخل شقة في الرفاع الحجيات مفروشة بالكامل شاملة الكهرباء والماء,40,"Al-Hajiyat, Central Governorate",,,
https://bh.opensooq.com/en/search/284477718,فلل فاخرة للإيجار  الجفير  3 غرف نوم,500,"Juffair, Manama",3,3,400 m2
https://bh.opensooq.com/en/search/286437422,2 BHK FLAT FOR RENT – NOW AVAILABLE  SPECIAL OFFER,360,"Juffair, Manama",2,2,135 m2
https://bh.opensooq.com/en/search/284475928,شقة فاخرة مفروشة بالكامل للإيجار  السيف  غرفة نوم واحدة,260,"Seef, Manama",1,2,100 m2
https://bh.opensooq.com/en/search/284475452,شقق فاخرة للإيجار  3 غرف نوم  بالقرب من فندق الريتز كارلتون,550,"Seef, Manama",3,3,134 m2
https://bh.opensooq.com/en/search/284473774,شقق مفروشة بالكامل للإيجار  سار,400,"Saar, Northern Governorate",2,2,135 m2
https://bh.opensooq.com/en/search/284472698,شقة مفروشة بالكامل للإيجار  الحد الجديد  2BHK,270,"Hidd, Muharraq",2,3,135 m2
https://bh.opensooq.com/en/search/286432040,للبيع شقة في منطقة الحد,"63,000","Hidd, Muharraq",4,4,170 m2
https://bh.opensooq.com/en/search/286429682,شقق مفروشه للايجار جميع الأحجام  شامل الكهرباء والماء,350,"Eastern Riffa, Southern Governorate",1,2,80 m2
https://bh.opensooq.com/en/search/286422816,للبيع أرض سكنية مميزة في منطقة توبلي,"123,367","Other, Manama",,,
https://bh.opensooq.com/en/search/286420688,FOR RENT: Spacious Apartment in SAAR Breeze-1 Fully Furnished (2nd floor-Flat-22),350,"Saar, Northern Governorate",2,2,106 m2
https://bh.opensooq.com/en/search/286419692,Fully furnished apartment for rent in the Al-Janbia area.,320,"Al Janabiyah, Northern Governorate",2,2,200 m2
https://bh.opensooq.com/en/search/286419418,للبيع بيت في المحرق بالقرب مدرسة طارق بن زياد,"90,000","Muharraq City, Muharraq",6+,,124 m2
https://bh.opensooq.com/en/search/285431634,شقق جديدة للإيجار  الجفير – 230 دينار,230,"Juffair, Manama",1,1,100 m2
https://bh.opensooq.com/en/search/286366948,إيجار مفروشة للإيجار في سار,300,"Saar, Northern Governorate",Studio,1,110 m2
https://bh.opensooq.com/en/search/285428072,للإيجار شقة في الجفير 260 دينار,260,"Juffair, Manama",1,1,150 m2
https://bh.opensooq.com/en/search/286362954,ابحث عن شقه من غرفه ف الرفاع,140,"Riffa, Southern Governorate",Studio,1,100 m2
https://bh.opensooq.com/en/search/286413752,Fully Furnished Room for Rent in Seef  BHD 175 Only,175,"Seef, Manama",2,2,150 m2
https://bh.opensooq.com/en/search/286412668,أرض النعيم موقع مميز,"96,000","Naim, Manama",,,
https://bh.opensooq.com/en/search/286412412,للبيع ارض سكنية في باربار,"58,000","Barbar, Northern Governorate",,,
https://bh.opensooq.com/en/search/286410668,مطلوب شقه او ستديو غرفه في الرفاع للايجار,120,"Eastern Riffa, Southern Governorate",1,1,45 m2
https://bh.opensooq.com/en/search/286410450,للايجار شقة مفروشة في الجفير شهري وسنوي,300,"Juffair, Manama",1,1,74 m2
https://bh.opensooq.com/en/search/286408284,فيلا راقية للبيع في الجنبية,"180,000","Al Janabiyah, Northern Governorate",,,360 m2
https://bh.opensooq.com/en/search/284447116,للبيع شقة كبيرة في منطقة الحد,"73,000","Hidd, Muharraq",5,4,200 m2
https://bh.opensooq.com/en/search/284446764,للبيع شقة في منطقة الحد بسعر مميز تصلح لبرنامج تسهيل,"59,000","Hidd, Muharraq",4,4,170 m2
https://bh.opensooq.com/en/search/286403020,Warehouses for rent close to sitra area,750,"Sitra, Central Governorate",,,360 m2
https://bh.opensooq.com/en/search/286400622,Flat For Rent Isa town with EWA  شقة للإيجار مدينة عيسى,220,"Isa Town, Central Governorate",2,1,120 m2
https://bh.opensooq.com/en/search/286349992,2BR Luxury Apartment,350,"Al Janabiyah, Northern Governorate",2,2,95 m2
https://bh.opensooq.com/en/search/284443432,للبيع شقة في الحد بالقرب من جميع الخدمات,"50,000","Hidd, Muharraq",3,4,130 m2
https://bh.opensooq.com/en/search/284441726,للبيع شقة راقية في منطقة الحد بسعر مميز,"42,000","Hidd, Muharraq",2,3,100 m2
https://bh.opensooq.com/en/search/286397608,Three Studios for rent in the  Nest building  for rent 260 BD / monby annual base  one year minimum,260,"Sanabis, Manama",Studio,1,40 m2
https://bh.opensooq.com/en/search/285411670,للإيجار شقة فاخرة الجنبية 300 دينار,300,"Al Janabiyah, Northern Governorate",1,1,100 m2
https://bh.opensooq.com/en/search/286397164,للايجار استديو شامل الكهرباء والماء بدون لمت في المقشع بالقرب من كونتري مول,150,"Maqsha, Northern Governorate",Studio,1,150 m2
https://bh.opensooq.com/en/search/285410000,للإيجار شقة غرفتين وصالة مفروشة الحورة 270 دينار,270,"Hoora, Manama",2,2,100 m2
https://bh.opensooq.com/en/search/285408624,عرض حصري للإيجار  الجفير 220 دينار,220,"Juffair, Manama",1,1,100 m2
https://bh.opensooq.com/en/search/284437836,للبيع شقة كبيرة في منطقة الحد مع المكيفات,"69,000","Hidd, Muharraq",5,4,200 m2
https://bh.opensooq.com/en/search/285407878,للإيجار شقة غرفتين وصالة مفروشة 280 دينار,280,"Hoora, Manama",2,2,150 m2
https://bh.opensooq.com/en/search/286392216,للبيع مبنى تجاري في المحرق,"150,000","Muharraq City, Muharraq",,,240 m2
https://bh.opensooq.com/en/search/286390216,للبيع استديو مفروش في البسيتين بالقرب مستشفى الملك حمد والجامعه الايرلندية,"36,000","Busaiteen, Muharraq",Studio,1,58 m2
https://bh.opensooq.com/en/search/284434230,للبيع شقة في منطقة الحد,"64,000","Hidd, Muharraq",4,4,180 m2
https://bh.opensooq.com/en/search/285403184,شقة مفروشة بالكامل للإيجار  الحد الجديد,270,"Hidd, Muharraq",1,2,100 m2
https://bh.opensooq.com/en/search/286386250,شقة كبيرة للإيجار في الحد,400,"Hidd, Muharraq",4,3,210 m2
https://bh.opensooq.com/en/search/286379262,flat for Rent,180,"Al-Dair, Muharraq",2,2,170 m2
https://bh.opensooq.com/en/search/286325030,1 room for rent in West riffa,70,"Riffa, Southern Governorate",1,1,1 m2
https://bh.opensooq.com/en/search/286373022,فيلا فاخرة للإيجار في أمواج  إطلالة مباشرة على القناة,890,"Amwaj Islands, Muharraq",4,5,200 m2
https://bh.opensooq.com/en/search/286370082,for Rent FF Apartment inTubli(Inclusive) شقة مفروشة بالكامل في توبلي للايجار)شامل الكعرباء(,400,"Tubli, Central Governorate",2,2,124 m2
https://bh.opensooq.com/en/search/286369044,BRAND NEW  MODERN INTERIOR  BEST INVESTMENT DEAL,"90,000","Reef Island, Manama",2,2,121 m2
https://bh.opensooq.com/en/search/286367540,"ROOM AVAILABLE FOR SHARING – EAST RIFFA, BAHRAIN",100,"Riffa, Central Governorate",2,1,900 ft²
https://bh.opensooq.com/en/search/285378492,Ultra-Modern Flat  Balcony  Internet  Housekeeping  Best Facilities  Near K Hotel Juffair,350,"Juffair, Manama",1,2,85 m2
https://bh.opensooq.com/en/search/286363630,للإيجار فيلا راقيه في ديار المحرق شامل ومفروش,650,"Diyar Al Muharraq, Muharraq",5,4,204 m2
https://bh.opensooq.com/en/search/286363094,شقه من غرفه,150,"Eastern Riffa, Southern Governorate",Studio,1,100 m2
https://bh.opensooq.com/en/search/286306752,bedspace available in juffair very big apartment,85,"Juffair, Manama",,,
https://bh.opensooq.com/en/search/286359770,غرفة ستوديو بالدراز  Studio Room in Diraz,120,"Diraz, Northern Governorate",Studio,1,20 m2
https://bh.opensooq.com/en/search/286357286,شقة من غرفة واحدة مفروشة بالكامل,350,"Juffair, Manama",1,1,65 m2
https://bh.opensooq.com/en/search/286356754,للإيجار مكتب تجارية,120,"Sanad, Central Governorate",,,26 m2
https://bh.opensooq.com/en/search/286355608,Room available for bachelor in East Riffa 100,100,"Riffa, Southern Governorate",1,1,100 m2
https://bh.opensooq.com/en/search/286355504,Fast and Friendly Services,250,"Diplomatic Area, Manama",,,250 m2
https://bh.opensooq.com/en/search/286353628,للإيجار شقة غرفتين في جدحفص بالقرب من المركز الاجتماعي  كهرباء شاملة,195,"Jidhafs, Northern Governorate",2,2,10 m2
https://bh.opensooq.com/en/search/286352310,"Room Rent (inc. EWA), start September 2026",120,"Qudaibiya, Manama",,,
https://bh.opensooq.com/en/search/286347932,للإيجار بناية,"2,500","Riffa, Southern Governorate",,,166 m2
https://bh.opensooq.com/en/search/286347390,فرصة عقارية للبيع بيت في الرفاع(اسكان البحير),"82,000","Riffa, Southern Governorate",,,320 m2
https://bh.opensooq.com/en/search/286345062,1 Bedroom Apartment for Rent in Reef Island Manama capital Bahrain,600,"Reef Island, Manama",1,2,93 m2
https://bh.opensooq.com/en/search/286342310,للبيع فيلا تجارية ومحلات في قلالي,"185,000","Galaly, Muharraq",,,300 m2
https://bh.opensooq.com/en/search/286341720,للبيع بيت في البديع,"70,000","Budaiya, Northern Governorate",,,70 m2
https://bh.opensooq.com/en/search/286331706,شقة مجددة و معدلة,240,"A`ali, Central Governorate",4,2,110 m2
https://bh.opensooq.com/en/search/286326144,Room for rent,125,"Alsuwayfiyah, Manama",,,
https://bh.opensooq.com/en/search/286323860,one bedroom in Fontana infinity,"80,000","Juffair, Manama",1,2,85 m2
https://bh.opensooq.com/en/search/285337002,Modern Flat With Internet  Cpr Address  Near Juffair Mall,270,"Juffair, Manama",1,2,85 m2
https://bh.opensooq.com/en/search/286319268,shop for rent or sale call WhatsApp only,1,"Manama Souk, Manama",,,1000 m2
https://bh.opensooq.com/en/search/286315788,House Forsale HamadTown R4 للبيع بيت في مدينة حمد الدوار الرابع,"119,000","Madinat Hamad, Northern Governorate",4,,227 m2
https://bh.opensooq.com/en/search/286315350,Full room 60 bd without ewa,60,"Galaly, Muharraq",,,
https://bh.opensooq.com/en/search/286314544,Coldstore for sale,"1,600","Mahooz, Manama",,,50 m2
https://bh.opensooq.com/en/search/286313436,Fully furnished 1 br flat with all facilities and good location in Juffair Al Fateh,270,"Juffair, Manama",1,2,75 m2
https://bh.opensooq.com/en/search/286309176,استوديو مفروش في المحرق,135,"Muharraq City, Muharraq",,,
https://bh.opensooq.com/en/search/286306412,bedspace in juffair Very big apartment,85,"Juffair, Manama",,,
https://bh.opensooq.com/en/search/286305956,ورشة ومخازن وغرف للإيجار,500,"Hamala, Northern Governorate",,,450 m2
https://bh.opensooq.com/en/search/286257230,شامل الكهرباء والماء بدون لمت ..للايجار شقة في ضاحية السيف في مبنى بلميرا,350,"Seef, Manama",,,
https://bh.opensooq.com/en/search/286302738,شقق للبيع في البحير شامل المكيفات,"70,000","Eastern Riffa, Southern Governorate",4,4,185 m2
https://bh.opensooq.com/en/search/286301588,مطلوب شقه للايجار,"1,234","Madinat Hamad, Northern Governorate",2,2,150 m2
https://bh.opensooq.com/en/search/286300936,محل للبيع او المشاركة,"1,000","Hoora, Manama",,,72 m2
https://bh.opensooq.com/en/search/285313948,للبيع شقة كبيرة في منطقة الحد مع المكيفات,"69,000","Hidd, Muharraq",4,4,200 m2
https://bh.opensooq.com/en/search/286296294,سرير للأجار,70,"Busaiteen, Muharraq",,,
https://bh.opensooq.com/en/search/286294314,Studio Flat for rent in Al Hoora,145,"Hoora, Manama",Studio,1,30 m2
https://bh.opensooq.com/en/search/286247156,Fully furnished apartment in Danat Al Bahrain (Durrat Marina),"100,000","Durrat Marina, Southern Governorate",2,3,137 m2
https://bh.opensooq.com/en/search/286290930,للإيجار فيلا فخمة مودرن في الزلاق  For rent modern villa in Dallas,750,"Zallaq, Southern Governorate",4,6+,500 m2
https://bh.opensooq.com/en/search/286287770,Fully Furnished Studio Flat with balcony including EWA AT Karbabad Seef,150,"Seef, Manama",Studio,1,30 m2
https://bh.opensooq.com/en/search/286283590,للايجار شقة في الحد غير شامل,400,"Hidd, Muharraq",4,5,177 m2
https://bh.opensooq.com/en/search/286283050,للايجار محلات تجارية في قلالي,200,"Galaly, Muharraq",,,30 m2
https://bh.opensooq.com/en/search/286280568,For Rent 3 Bedrooms Apartment in Jidali,200,"Jid Ali, Central Governorate",3,2,120 m2
https://bh.opensooq.com/en/search/286274346,studio for rent in seef fully furnished,230,"Sanabis, Manama",Studio,1,55 m2
https://bh.opensooq.com/en/search/286267066,للبيع فود ترك مجدده بالكامل جديد مع ديبي جديد المطلوب 1000 و قابل,"1,000","Askar, Southern Governorate",,,2 m2
https://bh.opensooq.com/en/search/285279382,Modern Interior  Cozy  Quality Living  Cpr Address  Near Juffair Mall,225,"Juffair, Manama",Studio,1,50 m2
https://bh.opensooq.com/en/search/285279336,2 Beroom + Maid Room  Family Building  With Balcony or Without Balcony  Cpr Address Near Rameez Mall,400,"Juffair, Manama",2,2,135 m2
https://bh.opensooq.com/en/search/285276300,شقة فاخرة مفروشة بالكامل للإيجار  الجنبية,320,"Al Janabiyah, Northern Governorate",1,2,50 m2
https://bh.opensooq.com/en/search/285275462,شقة فاخرة بإطلالة على جزيرة الريف  بورتا ريف,650,"Seef, Manama",2,3,134 m2
https://bh.opensooq.com/en/search/286263218,شقة للإيجار مدينة حمد 12,160,"Madinat Hamad, Northern Governorate",2,2,120 m2
https://bh.opensooq.com/en/search/285272502,شقة بإطلالة بحرية للإيجار  السيف – كرباباد,350,"Seef, Manama",3,3,150 m2
https://bh.opensooq.com/en/search/285272080,شقة 3 غرف نوم للإيجار الفوري  أبراج اللؤلؤ – السيف,550,"Seef, Manama",3,4,150 m2
https://bh.opensooq.com/en/search/285271586,شقة فاخرة بإطلالة بحرية  برج فونتانا – الجفير,700,"Juffair, Manama",2,4,150 m2
https://bh.opensooq.com/en/search/285270728,شقة فاخرة للإيجار  غرفة نوم واحدة – أونيكس البحرين باي,520,"Seef, Manama",1,1,53 m2
https://bh.opensooq.com/en/search/286259730,Rare: 2BR + Maid (3 Baths)  2 Covered Parkings  Pool &amp; Bridge View,380,"Juffair, Manama",2,3,110 m2
https://bh.opensooq.com/en/search/286255670,shops in anad street 77 for rent,"1,300","Sanad, Central Governorate",,,150 m2
https://bh.opensooq.com/en/search/286254658,Flat for rent in Manama specifically in the Salmaniya area,140,"Al-Salmaniya, Manama",2,1,80 m2
https://bh.opensooq.com/en/search/286240248,Available freehold flat for sale,"65,000","Hidd, Muharraq",4,4,200 m2
https://bh.opensooq.com/en/search/286239638,للبيع شقة في الحد بسعر مميز,"41,000","Hidd, Muharraq",3,3,101 m2
https://bh.opensooq.com/en/search/286238876,Spacious 2-Storey Villa for Rent in Jid Ali - Near the Sea &amp; All Amenities,550,"Jid Ali, Central Governorate",4,4,400 m2
https://bh.opensooq.com/en/search/285242678,Brand New One Bedroom Flat For Near Oasis Mall Juffair Juffair,210,"Juffair, Manama",1,1,70 m2
https://bh.opensooq.com/en/search/286230132,Modern Interior  Family Building  Cpr Address  Near Ramez Mall Juffair,300,"Juffair, Manama",1,2,85 m2
https://bh.opensooq.com/en/search/286226080,"A studio apartment is available for rent, including electricity and water, for 110 Bahraini dinars.",110,"A`ali, Central Governorate",Studio,1,100 m2
https://bh.opensooq.com/en/search/286218962,Flat for rent,130,"Riffa, Southern Governorate",3,2,140 m2
https://bh.opensooq.com/en/search/286217740,مشروع محل ورد وشوكولاتة للبيع – الجفير,"3,000","Juffair, Manama",,,11111 m2
https://bh.opensooq.com/en/search/286213652,"استوديو للإيجار – القضيبية، – شامل الكهرباء والماء ورسوم البلدية. -  Electricity,  included– Gudaib",120,"Qudaibiya, Manama",Studio,1,45 m2
https://bh.opensooq.com/en/search/286212116,للإيجار شقة راقية  جدً مطلة على البحر الطابق 21,350,"Juffair, Manama",Studio,1,45 m2
https://bh.opensooq.com/en/search/286207496,Shop for sale,"9,000","Qudaibiya, Manama",,,3 m2
https://bh.opensooq.com/en/search/286204574,Land on 2 roads mahooz near Mcdonalds,"1,600,000","Mahooz, Manama",,,
https://bh.opensooq.com/en/search/286198460,محل ميزانين 6_3.5,90,"Hamala, Northern Governorate",,,20 m2
https://bh.opensooq.com/en/search/286196686,ارض عليها بنايه قريب مستشفى السلام التخصصي شارع الاستقلال للبيع,"3,000","Riffa, Southern Governorate",,,
https://bh.opensooq.com/en/search/286196368,hotel apartment building for sale in hoora,"2,000,000","Diplomatic Area, Manama",,,734 m2
https://bh.opensooq.com/en/search/286194040,Fully furnished studio - Zinj (Bu Ghazal) - All Inclusive,200,"Bu Ghazal, Manama",Studio,1,30 m2
https://bh.opensooq.com/en/search/286143440,"Urgent  sale Shop for Sale in Muharraq – Fully Set Up, Ready to Operate!","1,500","Muharraq City, Muharraq",,,15 m2
https://bh.opensooq.com/en/search/286189922,New CAR WASH SHOPS (LESS PRICE),"120,000","Madinat Hamad, Northern Governorate",,,21 m2
https://bh.opensooq.com/en/search/286189872,الشقة خارج البحرين لمن يرغب التملك في القاهرة بالقرب من جامعة القاهرة ومجمع الأديان والسيدة زينب,"20,000","Riffa, Southern Governorate",2,1,100 m2
https://bh.opensooq.com/en/search/286187326,للبيع بناية في الرفاع الشرقي,"125,000","Eastern Riffa, Southern Governorate",,,191 m2
https://bh.opensooq.com/en/search/286185752,STUNNING 4 BHK VILLA FOR RENT – AMWAJ ISLANDS,700,"Amwaj Islands, Muharraq",4,4,300 m2
https://bh.opensooq.com/en/search/286185030,Flat for Rent Near Ramada Hotel - Adliya (from Owner),250,"Adliya, Manama",3,2,50 m2
https://bh.opensooq.com/en/search/286182884,فيلا للايجار,550,"Al-Dair, Muharraq",6+,6+,260 m2
https://bh.opensooq.com/en/search/286177820,Room for rent only for bachelor&#x27;s,100,"Riffa, Southern Governorate",,,
https://bh.opensooq.com/en/search/286046386,للايجار ستديو مفروش بالكامل في السيف (200 دينار شهريا) شامل الكهرباء والماء والانترنت,200,"Seef, Manama",Studio,1,30 m2
https://bh.opensooq.com/en/search/286175754,Villa for sale in good locations,"750,000","Suqaya, Manama",6+,6+,750 m2
https://bh.opensooq.com/en/search/286175576,Tahama Flat for Sale/للبيع شقة في تهامه تاور في السايه,"47,000","Al Sayh, Muharraq",1,2,60 m2
https://bh.opensooq.com/en/search/285787766,ستديو مفروش بالكامل للايجار في البستين بالقرب من مسشتفى الملك جمد الجامعي,260,"Busaiteen, Muharraq",Studio,1,30 m2
https://bh.opensooq.com/en/search/286170904,Studio Flat In Alhajiyat,190,"Riffa, Southern Governorate",Studio,1,110 m2
https://bh.opensooq.com/en/search/286170646,Shutter/Storage/Shop For Rent - Askar - Near Alba And Bapco,200,"Askar, Southern Governorate",,,50 m2
https://bh.opensooq.com/en/search/286118960,Flat in isa town for rent,180,"Isa Town, Central Governorate",2,2,100 m2
https://bh.opensooq.com/en/search/286164832,للإيجار شقة في النويدرات قريبه من جميع الخدمات,130,"Nuwaidrat, Central Governorate",2,2,110 m2
https://bh.opensooq.com/en/search/286159788,shop for rent in souq muhareq,130,"Muharraq City, Muharraq",,,11111 m2
https://bh.opensooq.com/en/search/286159046,Room For Rent in juffair,110,"Juffair, Manama",,,
https://bh.opensooq.com/en/search/286159030,Flat 2 bhk Juffair semi furniture near majestic hotel 200 with out ewa,200,"Juffair, Manama",2,2,100 m2
https://bh.opensooq.com/en/search/286109254,شقة فاخرة بخدمات متكاملة وإطلالة على البحر - بن الفقيه (الحد هايتس),400,"Hidd, Muharraq",,,
https://bh.opensooq.com/en/search/286157118,للإيجار شقة في الرفاع بالقرب من صالة شيخان,250,"Eastern Riffa, Southern Governorate",2,2,100 m2
https://bh.opensooq.com/en/search/286156576,شقة ثلاث غرف نوم من المالك في منطقة جدعلي,200,"Other, Southern Governorate",3,2,130 m2
https://bh.opensooq.com/en/search/286152264,استوديو مفروش للإيجار في مدينة عيسى  Furnished Studio for Rent in Isa Town,185,"Isa Town, Central Governorate",Studio,1,44 m2
https://bh.opensooq.com/en/search/286146884,شقه مشتركه بنتين او اكثر الايجار سنوي,130,"Seef, Manama",,,
https://bh.opensooq.com/en/search/286145834,مطلوب عمارة في القضيبية,"1,000","Qudaibiya, Manama",,,500 m2
https://bh.opensooq.com/en/search/286145748,Residential building for sale in muharraq,"120,000","Muharraq City, Muharraq",,,450 m2
https://bh.opensooq.com/en/search/286145266,شقه للايجار فالبسيتين 180 دينار,180,"Busaiteen, Muharraq",2,2,150 m2
